Data Training Analisis Sentimen Pilgun DKI ;;;;
;;;;
;;;;
;;;;
;;;;
No;Tweet;Label;;
1451;alasan anies sering turun ke masyarakat meski belum masa kampanye anies menjelaskan dirinya merasa perlu un ;;;
1452;  semua kalau menjadi pemimpin harusnya ada rekam jejak dibidang nya pak agus belum punya rekam jejak  ;;;
1453;berita anies menjelaskan dirinya merasa perlu untuk terjun langsung di tengah masyarakat agar tahu bagaimana ;;;
1454; rame ini kawan sudahi ribut ttg ahok biarkan dia kerjakerja bangun dki;;;
1455;berita rachmawati tertawa ketika ditanya apakah dia juga akan mengajak aniessandiaga ke makam ayahnya ia ;;;
1456;rachmawati tersinggung megawati ajak ahok ke makam bung karno rachmawati tertawa ketika ditanya apakah dia j ;;;
1457;rt  fadli zon minta ahok dihukum karena dinilai hina alquran ;;;
1458;alasan anies sering turun ke masyarakat meski belum masa kampanye anies menjelaskan dirinya merasa perlu un ;;;
1459;rachmawati tersinggung megawati ajak ahok ke makam bung karno rachmawati tertawa ketika ditanya apakah dia j ;;;
1460;alasan anies sering turun ke masyarakat meski belum masa kampanye anies menjelaskan dirinya merasa perlu un ;;;
1461;seputarriau rachmawati tersinggung megawati ajak ahok ke makam bung karno  via tribun;;;
1462;seputarriau alasan anies sering turun ke masyarakat meski belum masa kampanye  via tribun;;;
1463;alasan anies sering turun ke masyarakat meski belum masa kampanye anies menjelaskan dirinya merasa perlu un ;;;
1464;  lgi ada agus yudhoyono ahymatanajwa;;;
1465;yukikutanshare alasan anies sering turun ke masyarakat meski belum masa kampanye  cincin;;;
1466;rachmawati tersinggung megawati ajak ahok ke makam bung karno ;;;
1467;rt  fadli zon tukang becak dan presiden jika bermasalah harus diadili apalagi ahok ;;;
1468;rt  tokoh betawi ahok pantas dirajam  ;;;
1469;alasan anies sering turun ke masyarakat meski belum masa kampanye ;;;
1470;agus grogi hahaha soalnya pake minum kopi segala  matanajwa;;;
1471; rachmawati tersinggung megawati ajak ahok ke makam bung karno rachmawati tertawa ketik  ;;;
1472;rt  sangat salut dgn nusron wahid dlm argumentasi di ilc soal ahokkita perlu lbh banyak lg di indonesia  seperti ;;;
1473; alasan anies sering turun ke masyarakat meski belum masa kampanye anies menjelaskan d  ;;;
1474;mantengin ahymatanajwa agus orangnya sensitif dan emosional juga ya;;;
1475;ini alasan ahok temui sophia latjuba tanpa djarot jakarta pos kota  menjelang masa kampanye pilkada dki  ;;;
1476;rt  sudah keluar fatwa mui status ahok harus dinaikkan menjadi tersangka  ;;;
1477;rt  saatnya seluruh umat muslim islam diseluruh daerah manapun untuk menggempur kekuatan jokowi ahok cina komunis pkc  ;;;
1478;rt  sangat salut dgn nusron wahid dlm argumentasi di ilc soal ahokkita perlu lbh banyak lg di indonesia  seperti ;;;
1479;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1480;kini keindahan kata gus  beralih ke isu politik penyegeran  ;;;
1481;ahymatanajwa mas agus jadi gugup amp;;;
1482;rt  bang  tega membuat buya sjafii jadi sedikit bohong ke publik demi bela ahok ;;;
1483; baiknya beri  stel seragam bagi tiap anggota pasukanoranye nrasa hormat kepada kerjanyata ;;;
1484;detikcom ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1485;fyinnseleb instagram akan dikenai pajak  w agus pic  ;;;
1486;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1487;rt  hadew ahok perlu d bunuh  d cincang;;;
1488;bertaruh djakarta brsama agus hy  najwa metrotv live y;;;
1489;rt  igual ustedes tienen que poner bernasconistas xq ay no  basta siempre hacen lo mismo con agus y lio loco matense;;;
1490;  sekarang penyerapan anggaran rendah tapi yg dihasilkan ahok nyata  ;;;
1491;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1492;timses mungkin akan hindari caci maki tuan anjingnya timses itu yg tidak hindari caci maki  tuan  ;;;
1493;detikcom ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1494;rt  mestinya pilkada dki ini dpercepat aja gosah nunggu pilkada serentak biar ga nimbulin masalah smua krn ahokkl cagubnya ;;;
1495;rt  ketum pkb yakin mayoritas warga nu di jakarta dukung agussylvi ;;;
1496;lalin  kecelakaan beruntun  kendaraan di km  tol jorr dr pondok indah arah ke kampung rambutan p agus;;;
1497;iwan fals garagara ahok kita ingat alquran ;;;
1498;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1499;agus ini nggak kalah emosiannya haha;;;
1500;matanajwa agus tidak cakap menjawab;;;
1501;rt  mas agus yudhoyono tetap yang terbaiksemoga sukses di pilkada dki ;;;
1502;agus emosi;;;
